ID,Value,Category
5845,92.0802586323357,A
9241,74.87472940670344,C
2265,68.46864989815863,C
3931,9.651284194972344,B
6503,4.2717872462770705,B
5865,20.269536377601323,B
1187,27.210673752599945,C
8606,45.97501140977206,B
8171,13.247933190758815,B
4091,83.07278402942724,B
6882,89.39352051090684,C
4284,85.54760502719117,A
8281,85.33991974549924,B
9022,58.32371919102578,A
4443,76.59997278031663,C
5831,52.43794673753075,B
3689,80.34911896414188,C
3188,18.803011193837772,C
7469,5.006952046621705,A
9577,22.74543346955383,B
3550,15.932341772612645,B
1521,14.71111089508625,B
3022,9.246099903069755,C
4209,83.25327983856897,C
2454,62.92635320525651,C
8482,69.65845544727226,A
7540,94.7613682185843,B
4608,97.06005791405742,C
8060,75.99217294694851,B
1542,8.996026513210412,A
1000,93.515778726021,A
1455,37.73876542635952,C
1591,25.261544132496898,B
6043,19.702236003448565,A
2799,23.584286534575604,B
7968,26.6152685943891,B
5177,10.042727823666175,C
1929,26.920919714972143,A
8496,54.16145161733131,A
4556,48.93711564885546,B
5904,14.870613025944426,C
7288,74.13212883623117,A
6502,33.75984614462739,A
9282,75.13400665430848,A
6578,6.764558492116472,A
7849,35.3205016705288,C
4924,16.63353856755718,B
4749,46.24453407592243,A
8323,39.61481370949533,C
2481,42.57742810291142,C
7120,38.38844188143031,B
5184,86.28193396797587,A
2230,70.2766638180678,C
1515,32.49199517627739,A
7188,43.38241525006931,A
7602,62.413948630168036,B
1661,78.42019532989863,B
9889,97.37729485318718,C
1863,8.650542296996305,A
3805,80.36251911131902,A
5313,70.6452160284976,A
1051,54.635459689400065,A
4975,80.34712737410786,A
7638,3.745437840809625,C
2632,80.34100115285149,B
9791,18.859059857109827,B
6613,84.06726138352784,B
4267,94.01271279879957,A
6624,40.84202275321707,B
9476,85.39107946741485,B
9679,70.08536230782359,B
8653,64.38376316941356,A
3343,41.21678007309746,B
9012,84.78904387638073,A
9873,72.0860588645197,B
8681,71.85847125538137,B
3439,2.9364084363551664,B
8957,48.96332603647646,B
3690,9.807242403431257,C
9889,3.0164906196393666,B
1862,17.53330693451308,A
5998,78.64765965869725,B
4760,6.2648997656421965,C
3820,16.363887405699774,A
1582,74.40996842311868,A
7279,81.51977691338374,C
9854,32.56703804081306,C
1378,4.606809218943493,A
6574,64.82502044401403,A
7630,31.390987439584435,C
3787,52.27883303342715,B
9282,89.49731386436586,A
6593,99.9874509219511,B
1775,57.20768904974492,B
6421,16.66618270994146,C
6932,4.838444473447676,A
6878,42.5690559858713,C
9515,82.14607988883947,A
8056,18.886340077161144,B
8933,28.583611916940125,A
8859,22.07289756515617,A
1572,38.92550947725434,C
3338,91.34505911504895,B
2652,70.30461205395433,A
2975,86.04398366217042,B
8747,28.818142062876614,A
6137,41.45319404027324,B
9887,76.50626171947907,B
9257,63.17755177860476,C
2688,17.38414026052455,C
8772,72.98547040531065,B
1300,45.669659917299875,C
8091,22.891608223611836,A
3631,75.02475153025614,C
6613,48.59078737455352,B
7648,56.55856024002577,B
3257,25.718115373092182,B
1248,83.57721993779343,C
7523,43.938348703209684,C
3406,73.47883842294233,C
1345,72.38844259882522,A
6329,79.97235631345092,B
7261,96.48010239062805,C
9367,33.357683561262,B
6540,85.83107293514922,A
4170,13.583448304584788,A
2333,4.284900009782236,C
7144,42.70835345741334,B
8523,72.31675263748073,B
6220,91.41850688479403,A
6775,80.46797307537804,C
6588,38.25851968311743,A
3042,26.871366727237707,A
9535,6.926319448294301,A
2340,28.892469593468704,C
5939,80.32596951055179,C
9724,36.3130892709751,C
2536,31.95646316379783,B
1641,50.90006504413794,C
7618,96.45486999770942,A
8979,69.00526675683608,C
9107,29.806784435990636,B
5397,72.69923041172362,B
2264,58.053428577649356,A
7814,11.760244362326343,B
6874,85.20788385630277,C
5224,6.723549765434244,A
3302,19.09883525966282,A
8432,7.825332244058774,A
4913,79.00145451369163,C
6065,88.121938184333,C
7573,55.95885469439984,C
6675,76.76335076439322,C
9648,7.477484012095266,A
5346,46.06948514642457,B
5778,99.48503183538132,B
5825,17.461085141669965,A
8883,7.395589009580699,A
6019,95.98388730268572,A
6083,69.69648741905473,B
3913,20.040262399084142,B
5892,96.65735768607645,A
5484,43.853573166470085,C
3512,82.79996456168631,B
5035,7.015714918934035,A
9823,88.37184346698835,A
2577,76.63448569184018,C
2661,33.12982791048295,C
6929,81.96117296486938,A
6519,3.238317453992975,C
6945,81.56753202097082,C
9192,16.938775073006532,A
9585,79.80208039983326,B
7978,18.672914949860687,B
6906,41.22467722536731,C
9295,16.40589170820793,C
3650,7.805765972407279,B
2253,67.28026774092409,C
4602,17.54597160497863,A
1849,22.709521754255988,B
3999,57.941771217470404,A
2976,91.6704374528011,A
4610,60.2198228202494,A
7504,22.879841921186127,C
9082,32.61683625195482,B
3149,44.15888509965081,C
5002,18.937649117830652,C
9852,52.21986232438648,A
9954,49.20038619775925,A
2213,69.17627810352559,A
7779,12.185592516531594,A
5025,89.45990676897117,C
9756,65.15605083964813,A
4676,34.637217191306696,B
2452,48.19726722720996,B
3643,28.78696374982438,A
8794,30.31352277895752,C
2633,14.620153409000576,B
1200,23.80456304280612,B
1958,53.9798080688586,A
2927,29.656155618855887,B
6133,35.890655547651924,B
7198,3.354785976065931,A
6658,93.38324479265661,B
4857,6.892199619026116,B
2325,45.39845369487474,A
9903,17.800424362185257,B
4924,24.24823332224165,A
4982,22.099607728179567,A
3047,80.8992325451663,B
4796,95.65569169057301,C
5005,69.53027643041268,C
9023,52.052731631043116,A
2011,39.22154394448079,A
7804,44.89423134133816,C
8465,43.34150117915847,C
7350,78.84594308499706,A
7584,78.81570655313396,C
7425,62.69914822511909,B
4285,13.702540339864168,A
5720,17.938304539744458,C
5477,90.79107661255672,C
4185,16.12664896180731,A
7148,66.48162498528617,C
3704,4.424829959740837,C
5219,17.15483866083208,A
5390,3.2346483049879975,B
7544,66.08680777185374,C
8827,11.958783411417041,C
5416,10.854807178793648,C
1824,97.46411742697369,B
7027,89.34590421415086,B
4365,75.28798613099093,A
8823,32.60147584747108,A
5670,52.41908485202183,C
9254,23.648829833422823,B
4547,45.483617397414534,B
8261,20.285089726990822,A
5928,97.68348726865592,B
2905,57.8055133717712,C
9047,9.188746072773803,C
1637,9.550016384473246,B
4612,66.18828859724044,A
1443,42.24703216522271,C
8041,70.62160230257982,C
4799,7.428129332176911,B
4474,67.79323587222434,C
7917,89.65096041825903,A
6654,67.99073012212327,B
8824,25.295697401417964,B
5734,46.85274646922452,A
5385,72.00987285941702,C
5922,44.25547915744158,C
9624,94.02909385039442,B
9136,46.58219811737743,C
8560,61.67882924553858,A
2089,67.26582267070084,A
9343,35.086978912554436,B
5411,34.00512122822245,B
8116,77.47957549171277,B
8047,69.07701019672206,A
1929,8.536749670057157,B
8248,11.406798246794281,A
6234,68.43911695925776,A
5918,93.02698362660107,B
7233,7.655891932160817,B
3581,15.703506864983861,A
2957,49.340869580658826,B
3955,96.57830112664547,B
6977,47.205404436220626,A
3452,89.34988434929687,A
6688,69.10080900378291,C
9991,43.83331908308377,B
5284,55.187515112817685,B
1035,35.98130566775964,B
5096,75.70770453257002,B
3250,57.72507232070798,B
4458,80.7964521398098,A
8598,15.734413568314974,A
5602,62.95989075730544,C
9107,79.32414507360606,A
2347,34.832601051683774,C
7014,77.39847675599928,B
1917,51.90149376678767,A
3035,90.02813119315434,A
7105,52.6471907894357,C
8079,94.8232593258137,A
3677,3.5405927562289743,B
1857,89.13471115184079,A
6548,30.306398883972594,C
8097,17.62430423559837,B
1609,71.84078761048487,B
3800,16.167150269827737,C
4628,91.25652230863683,A
1255,43.44455947170127,A
9622,10.921525156977504,B
3976,38.005267190174905,A
8497,47.96630582265065,C
2832,57.06535086044335,C
6116,2.219794922704855,C
6542,92.85278259023654,B
5890,67.15771871843802,A
3100,92.46811164871076,B
6818,97.3977388254616,C
4233,47.565223332084564,A
4558,31.158879299110026,B
7869,26.86404359925351,A
7210,60.817359219111445,C
4498,17.079228428815362,C
1517,78.85219963890297,A
6464,15.284516602967008,B
1952,10.712626938032011,C
4339,74.06293907603802,C
5102,73.48582964491013,C
6701,52.4686938151646,C
2668,14.320286456156483,C
9606,30.771747750685023,C
2627,23.82341183171531,B
4555,33.61030715488068,C
8736,50.24737261498782,B
9883,97.04931427403625,A
1718,63.80474549362601,C
3754,11.257560636455894,B
8947,17.420672635773084,B
4999,21.199392787584276,A
7231,82.7360252197838,B
4089,93.68653133363613,C
1418,62.68623961870483,B
5341,74.08267329688289,C
5699,58.42577318979717,A
9990,22.61311294280756,B
3504,71.8764472435885,A
6408,37.84019302520298,B
5823,66.76195371521858,A
3324,66.17171881417717,B
6768,31.264882221471566,A
3006,68.17849579654629,C
2733,86.97131047281312,B
2065,90.61877159067396,B
7248,6.186694003538119,C
1790,83.44858762837715,B
8013,20.119927723462023,A
3834,58.51476771116702,C
2118,14.166275445107422,A
9184,37.51328900294017,C
7185,12.454008660622236,C
7756,88.43587551426032,B
9040,2.7906673035535583,C
5223,61.12343539638445,B
6674,90.8936971072746,A
9197,35.64523041004952,B
5111,10.641122612179473,A
3907,65.945256875317,C
4160,59.210924469056245,A
2983,30.022208810694956,B
4850,54.095992380568426,C
6781,24.177985835594352,B
1370,40.64108461781245,B
9333,75.64388236923365,C
1119,74.0865476621235,B
1856,75.26468173161939,B
9849,38.24884515152843,C
5367,84.50120394139606,C
7068,61.69594318071092,C
5715,92.53918522154774,A
5803,94.6209838570139,C
9340,99.86721027358315,B
8625,86.09235343638372,C
4746,24.237884555287316,B
1197,3.2325345912798977,B
7615,83.88547726444597,B
6489,10.556678048321922,A
8940,29.94182291353798,B
5168,33.07750999371695,B
5436,79.69113068422281,C
5251,73.3550333313627,A
4979,19.515089618367934,B
2479,61.40891748191834,A
9833,8.14412007249861,B
8215,69.2379307447645,A
8585,38.62633138490729,B
6582,12.372825571077145,B
5673,77.37904675348308,A
9621,34.62438345858878,A
4114,95.37821951338366,A
7897,80.37275379557549,A
9907,48.00662176915937,B
2744,79.39079545470146,B
9965,10.618049226629338,B
3627,72.46998444042369,B
7337,52.551619588889444,C
8131,62.59225964769296,A
2915,50.55112450645361,C
9324,30.817252027041498,B
2749,78.55401429322757,C
3879,37.98426754046602,C
7538,68.20714629222407,A
6250,48.15527173289712,A
7325,28.671124779798227,A
6634,26.508732132412508,B
4075,44.97015055440922,C
3056,73.27935315869045,B
2630,82.04001670312692,B
6988,92.50041831113371,B
2494,47.561386812585816,C
8340,13.930175606212574,A
5385,19.265392777500963,A
6917,52.19587517316721,A
3990,58.090835863466765,B
9694,53.420447380752904,A
1363,26.702303256889458,B
9360,26.619678034730818,C
9636,40.83391159244639,C
1914,83.23410617359299,A
6057,1.4702031238327304,B
4061,87.15205372365135,A
6849,98.05183774191842,C
3954,48.57259591983672,C
6221,73.02837267553114,A
9027,6.967408554480227,C
9717,41.89234429113066,A
6163,82.40582438905793,A
9627,77.5156367823583,B
7493,79.95457760840023,A
8332,19.043323365272688,A
5894,26.61081202766746,A
1611,85.14838838733193,C
9818,57.607139217412154,B
7824,23.601594314980648,C
2656,63.669394827115255,A
7362,67.755161189417,A
1937,78.15272282244263,A
9324,47.97563605493926,B
3529,99.69576159733121,B
7712,63.10474030823629,B
5785,72.86884819430156,A
2212,83.61542788640759,B
2548,51.560627800801896,B
3027,46.00480969656613,C
7779,9.691071725456943,A
5898,86.40109860054335,B
1627,1.0279986862314705,A
4892,50.6030641888475,A
8054,9.075963096484864,A
7348,34.4518529004147,B
5295,16.9034553705916,B
4044,58.64905190683231,A
2745,59.57329158339577,C
3914,59.892535284670814,A
2720,87.65457178412757,A
1610,11.115073385811632,A
1406,79.32717921130923,A
8573,33.7628894210911,B
8203,3.7427365074210774,A
8253,88.43832929334363,C
5293,93.45416040568206,C
4268,16.362231526573265,C
1446,98.52753257763264,C
6703,55.898131041705014,C
5929,82.90784619941192,B
6116,13.729229446778163,C
9032,24.372397474416506,C
2400,51.27289461179748,A
3093,3.1090828783461273,C
6075,72.10380694059103,C
6204,2.6574972525427847,A
1022,63.24225371681188,B
7311,1.1269156310564012,A
2285,98.76559150762259,B
5295,52.540091381248104,B
4699,92.51675180136105,C
9175,58.00519786678192,A
6563,50.982446585801455,C
9231,82.41348341536536,C
5327,64.85326411524568,A
4084,60.34138504131395,C
1632,3.127749932988519,C
8321,38.16674169400565,A
5275,95.79941564735546,C
3494,51.33007075129348,A
2657,68.72340876769786,B
1322,98.94649418605799,C
7365,79.82648348891898,C
3357,66.54709215051602,A
5206,36.62310890767977,B
1042,89.49417450094366,B
4824,41.05345088405585,A
3427,84.01534876006392,C
3067,69.33854464081263,C
9000,57.58994148165081,A
7871,57.82371928536061,A
3092,82.4526350188991,A
7930,70.35412517784921,B
4884,72.08243241851326,A
7534,44.62496061033503,B
1345,84.98086056285057,A
6380,93.0590611724765,A
2354,69.40705856215712,A
1376,74.07785891447985,C
2267,81.23034367884894,B
8309,45.02370974392618,C
1232,1.1645366632690681,B
9090,96.023601463909,C
8907,35.78789118791942,B
2812,7.070057442735548,A
7304,33.8380729150961,B
5423,58.90890685975697,C
2573,73.01895039448483,B
3149,42.05653012214184,A
4384,90.38256429432487,A
2876,35.36750874479483,B
5903,31.097215275342574,C
7541,23.988522743659704,A
2863,55.84428588678412,C
6614,34.0753043229502,A
1705,13.293762389015907,A
1360,84.55554629960476,C
3337,43.702184361975064,A
1871,50.76204574023522,C
7871,59.36408130498691,B
1078,32.43264770010501,B
9908,80.52711837659362,C
8986,43.07547415243444,A
5497,14.768196396126731,C
9785,70.27868559591514,A
7544,2.2485326412554203,B
8640,25.141162804288754,B
4786,25.387223659812697,B
4731,48.836383514827844,B
6484,43.678301326761556,B
8534,82.00739651933779,A
8524,28.14006055399105,B
4937,18.900834892666627,A
4132,40.3435762516538,B
5395,15.901119348569575,A
4764,47.32093536701961,A
5685,14.551340390489955,C
5567,80.65742966117047,A
1008,42.114992212843816,B
8182,83.07678785845675,A
2293,97.71265547231496,C
5383,41.56731527068314,A
6447,4.072453146390108,A
9125,13.231822737332546,B
7622,77.91422724852318,A
1177,96.10872223553245,C
3838,4.344247473527844,C
6233,30.481235740625486,B
3341,88.16419730175141,C
9931,12.887429139870592,A
9136,26.89655257164057,C
7737,15.553146661837385,B
9786,90.19985361170276,B
3774,70.22727018565513,B
2727,15.715029035316316,B
4011,7.433446586798871,C
4586,75.69109178431565,C
5579,74.93411941225305,C
5255,57.977284631126764,B
2577,19.34587921386828,B
9010,81.44902872067394,A
5577,83.08952342392709,A
7687,70.5079543710404,C
8864,11.034465946563317,A
8501,28.430334797051394,C
9916,67.6830662245716,A
1796,48.05423951462735,C
5943,95.39388348355354,A
5062,61.77260792948803,A
5258,22.08237503935767,C
2247,26.837642114594843,A
2878,81.03071832218315,C
9062,23.304345839024265,C
9036,29.893942294025504,C
5555,90.65058767772533,B
7049,12.77017266691549,B
3845,43.115047477187254,A
2459,42.11397081900984,C
9187,40.80188110576911,C
1451,84.7894303391648,C
4227,23.2466011447542,C
6809,73.49669814752797,C
1712,3.4701430828614575,A
4757,26.911057961840733,B
4634,43.92187299627171,A
7837,77.35380577696287,B
3676,27.286258157664392,C
8246,26.551369333929035,A
3798,17.434378557730373,A
1429,25.085937857967345,B
8560,32.30203756300567,B
1923,51.29561347522971,C
5287,58.853665009254605,A
3013,76.75816843280256,C
3603,73.0640151104173,A
5547,89.4985019354937,B
9501,1.285525363612439,A
2668,31.203253611561212,B
6964,22.92604063516487,B
9210,31.367930168104568,A
1610,93.72562405203965,B
2738,72.4491935752116,A
8718,33.34480215918928,C
5322,7.9370646839738255,A
3598,11.166897340465445,B
9470,77.20176378899305,A
8022,67.60236501529756,B
6335,16.522537456083967,B
6890,42.201300995337256,C
8120,37.81770602566982,A
4158,81.95008267330007,A
4515,20.47955120756174,A
8645,63.35621480351794,A
3431,11.434075030956206,B
2191,11.456653066972528,B
4201,79.08977211663188,C
6917,87.68114645976131,C
3469,72.45639104924787,B
4115,66.29649011308152,C
8401,50.62167116178899,A
1368,93.58551762907265,A
3584,97.97120602347819,C
6148,92.35976204287361,A
7496,37.05874034228666,B
4333,36.47343918747353,A
9685,58.61341146479712,C
2802,97.8248133420567,B
9579,10.397090060471026,B
4204,88.45580643972573,B
6438,3.954184697614805,C
4106,46.37293556245684,C
4868,61.738115805544005,A
4333,53.92958068778384,B
9790,16.157182884680125,C
7855,25.701190133080768,B
1966,74.26152229679738,A
9475,84.70767126823625,A
9005,74.33985044211242,A
9419,63.531978928457136,C
6035,67.8798809606459,C
4419,38.218278064096225,A
4915,12.70911589930635,A
8380,95.62060334488059,C
7985,97.73325061420402,B
3467,31.990113908743872,B
4946,81.87162447169504,B
8363,48.95428775674966,A
4535,3.5881065520557485,B
4457,8.614819130551167,C
2175,35.5590449854545,C
5738,40.08094474263315,A
2332,60.70609461959675,B
7179,20.706441706250207,C
3239,68.3040875189599,C
1712,61.747863957132004,C
7543,39.37306549903063,A
7854,61.73590612467151,A
3091,30.828947378134533,C
3823,18.201977913112618,B
7258,34.27323320444344,A
3047,10.373226355192122,C
2353,58.74719461086182,A
4841,28.306059772485426,A
4491,76.11014897727271,B
9629,41.7497686312826,A
6667,67.84449516392391,A
1084,75.74769414185995,A
2422,81.50940524079962,C
7939,57.53379502163918,B
1258,78.07819317119042,A
8536,69.29226776927219,B
8837,74.00691071161015,B
1671,2.382326652717266,B
4132,95.95096118847066,A
8763,77.69226768229429,A
4247,55.28421558742498,C
9508,56.86357183730874,B
4143,16.798767829368785,C
8509,80.37988637224038,A
2043,86.39166786385056,C
2808,81.33540792811704,C
3612,78.79248346679654,A
6088,9.371791104058241,A
7408,44.816380414244314,A
4026,99.75562967386698,A
4488,19.91951810271004,B
2750,38.22301015681573,C
3918,37.39007901506091,C
6191,17.63436885091262,B
4773,32.21878448859965,A
8716,91.04565418955654,B
4213,4.622562937004881,C
2011,81.41918335444117,C
4683,89.31704723901265,B
7231,48.065240655282174,B
4524,34.753440648367935,B
7865,6.44273657479377,B
2594,97.96639598137911,A
6585,9.00818258515403,B
7094,47.156406146102626,A
3271,23.867461206373935,C
6124,44.22622774730066,C
2531,15.511468002307472,B
2797,39.70420269990779,C
8396,47.60445781601252,B
9594,29.12729012455879,C
8443,35.81561042535519,C
1651,96.30445962287742,C
3961,27.965620102748357,B
7950,35.25228888946843,B
4417,51.386624564191905,B
6217,45.790101202230055,B
1105,4.079999207870115,A
6859,73.09663223937503,B
7341,43.932653328444715,B
5322,71.67483948556456,A
5708,57.15636712294098,C
3297,28.14008951913762,B
5881,5.689236951536085,C
2863,52.44072239212285,C
7977,57.03641482366624,B
8585,36.05259714165807,A
2142,3.2602056525108023,B
6615,43.660133764964506,A
8584,67.34298871023921,A
8580,6.3775210662303845,A
7873,13.64803955843223,A
9596,46.67601664174205,B
1636,95.96183881373149,A
5455,40.78452331898588,A
2498,3.2350118979516815,C
6903,37.800344677249726,A
5143,90.8384167221157,B
6812,16.564431960855032,B
7900,97.10125804267571,B
3448,71.88142611702433,B
6893,79.84661555309809,C
7433,19.43615833251551,C
6583,77.43163525891832,A
6033,55.4852773320315,A
3264,52.21057539360692,C
7683,20.12583722524176,C
9090,82.6032050504826,A
5910,16.414529353152368,C
7874,76.53342843952527,C
8031,82.63324081905125,B
4346,12.876311797290743,B
4678,6.006354885310868,B
4395,19.903152234300865,B
3319,91.17324322212093,A
2137,96.04934192163694,C
4108,45.37133606100542,C
9843,12.484296326447552,C
6323,53.285351488908496,C
2983,40.652452113876784,A
8518,62.51784297482304,B
2526,31.003881960050563,B
5570,47.52665039098197,A
1320,27.82890954782421,B
6978,26.452149221131595,C
4254,53.251479607800455,A
9875,80.78700578637269,A
6931,53.99124559094173,C
4383,14.75642363415311,B
1333,20.633667549670662,C
2150,61.88362380373404,A
7130,21.434215979135143,B
8497,33.7946698828901,B
4946,94.13609535796567,A
1136,84.24070551859081,B
6089,56.99092300787156,C
1054,98.72427573448036,A
1161,73.58005223352869,A
9973,26.14450900820052,A
9111,30.816256101590096,B
8044,84.70045639567599,C
7593,81.64319317676706,C
3254,82.61026753920159,A
4598,58.84169465127312,C
1993,37.69648085815828,C
3425,16.639577860783174,A
4005,64.16311212980806,C
7351,25.084488943593445,B
1991,40.62927490523597,C
5519,62.719376300996124,A
8028,60.599057143127396,B
2558,48.695387574140106,B
8283,12.939203651081769,C
6477,99.81278835877131,C
1130,57.55114657339099,C
9901,73.94060622964442,C
1643,72.49129564821413,C
5675,39.262147601756304,B
4824,90.65380961943781,C
9624,77.19321058071131,B
5802,59.381559974700956,A
1866,8.03885709838399,A
1508,57.59421698038361,C
6807,51.9980359659003,A
7148,18.746192230185628,B
4151,18.504221740450784,B
1867,32.71173194434575,A
5537,18.061108675857678,B
2626,58.074491946118016,A
7105,33.043093614169365,C
8715,40.51458511100227,B
6434,34.132119192597905,A
6221,47.00475873360408,A
1083,52.749440923820615,A
7165,19.51980916781521,C
4541,69.11814192296106,C
2346,66.32402681215072,A
4563,96.99612806261473,B
2988,54.58121397544121,A
5303,30.273635801909414,B
7255,32.01600570157554,C
5158,38.000208643493664,A
8952,35.414435461969575,B
1086,1.8347997434822763,A
6151,1.3194896875279785,A
1105,50.68373700498488,B
5935,56.36939631514796,B
5885,66.2223340912854,C
8859,43.56155247595431,C
7008,7.243518116615112,C
9581,10.25141150429689,C
8159,95.8535436542186,B
1364,84.64811553568879,B
6774,29.71369185105414,C
6352,97.0044851292351,B
7747,88.49921792779239,C
9557,92.68414327021505,B
3613,19.566068732146263,A
4747,13.348265943714097,B
9422,26.492368312241158,A
6124,28.63801196291523,C
7821,73.96718953041433,A
2579,64.08577307118335,A
4952,8.752295058319747,A
9912,18.99185123988567,C
2066,89.08553170007322,A
6041,78.93679191590189,C
1063,74.80122114830985,A
7414,72.21973727387291,A
1007,62.763323593460846,B
4196,13.647480248471203,A
9193,99.74872333840888,A
3640,26.86122754682931,B
2780,51.474686981417044,B
5182,5.735228319992647,A
6512,34.537906581757284,B
2278,28.613289644607406,B
8022,97.87465074310958,B
6785,44.31396574984219,A
5530,51.243264883415016,C
2277,99.97988594312305,C
6334,96.289974713397,C
2787,69.4450792513481,C
7617,97.28198926041314,C
6204,50.676534276039284,A
5841,26.729867363638494,B
8501,13.843437281748677,A
9914,34.65173968257972,B
4987,57.27348835996998,C
9187,67.58446848044441,A
9529,19.260384586174403,A
6966,15.729586650092227,A
3073,15.955409987304115,B
9869,97.93661482073747,A
7352,68.67736478610504,C
6252,85.86319077194128,B
1066,4.9842541760099115,A
4288,7.237750094759414,A
4911,39.14275592897312,B
6969,62.03691987865551,A
1383,90.64120207697677,C
8938,64.46389109697043,A
3930,13.008012042146914,B
2045,12.519992233791104,B
6464,72.19935618757411,A
1879,6.086244362735854,B
9407,78.66882238204343,B
6175,15.297278983797144,C
9185,84.43534325862682,A
2606,75.73238967826045,B
3096,6.45155223844911,C
9540,10.631309410715547,B
2423,47.91337123109403,B
3193,38.3037146827316,C
7656,25.19453497988432,A
1736,74.66956427426597,A
9633,13.80194929114259,B
7117,8.039280467939466,B
1614,85.89765766361978,B
4787,64.85550854955,C
2321,4.963488598207377,C
3347,80.47549136134772,A
4476,27.0919410627723,A
8898,98.06785507915775,C
